"","title","genres","release_date","release_country","movie_rating","review_rating","movie_run_time","plot","cast","language","filming_locations","budget","lon","lat"
"44","Fetish Dolls Die Laughing (2012)","Comedy| Fantasy| Horror","24-Apr-12","USA","NOT RATED",2,"100 min","Directed by David Silvio. With Laura Romeo, Michael McGovern, Aaron Bernard, Angelo Bruni. Do you remember, as a child, when your parents teased you with the ""Tickle Monster""? It turns out that he's more real (and even more malevolent) than you could have ever imagined! With seedy photographer Billy Tagg (Michael McGovern) serving as the ancient entity's latest vessel, the Tickle Monster torments his way through a catalog of Billy's beautiful bondage babes - until no-nonsense homicide ...","Laura Romeo|Michael McGovern|Aaron Bernard|Angelo Bruni|Diana Silvio|Antietam|Kimberly Naim|Tiffany Apan|Angie Azur|Stacey Bartlebaugh-Gmys|Daniel Baxter|Michael Burkett|Diane Cholock|Mike Danylo|David Dietz","English","Pittsburgh, Pennsylvania, USA","$4,000",-79.9958864,40.4406248
"45","Shame the Devil (2013)","Crime| Horror| Thriller","9-Sep-14","USA","NOT RATED",3.5,"94 min","Directed by Paul Tanter. With Simon Phillips, Juliette Bennett, Will de Meo, Bradford West. A London detective tracking a serial killer finds the killers ""truth or die"" methods take him to New York to solve the case.","Simon Phillips|Juliette Bennett|Will de Meo|Bradford West|Doug Bradley|Kellie Shirley|Peter Woodward|Peter Barrett|Lucy Clements|Jack Murray|Martin Fisher|Leo Goodman|Thomas Worthington|Warwick Evans|Charlotte Lewis","English","London, England, UK","$3,000,000",-0.1277583,51.5073509
"46","Holla II (2013)","Comedy| Horror","19-Apr-13","USA","R",6.9,"90 min","Directed by H.M. Coakley. With Vanessa Bell Calloway, Kiely Williams, Greg Cipes, Trae Ireland. After narrowly escaping with her life at the hands of her mentally ill sister Veronica, Monica, with the help of her Mother, Marion, has taken great measures to ensure her safety, including changing her face and relocating to the South. Six years has past and now she finally believes she is safe from Veronica. Little does she know that death and betrayal still await her and her friends on the eve...","Vanessa Bell Calloway|Kiely Williams|Greg Cipes|Trae Ireland|Allison Kyler|Teairra Mari|Liana Mendoza|Omar Gooding|Laila Odom|Akeem Smith|Shelli Boone|Crystal Hoang|Masasa Moyo|Chase Anthony|Cyann Ribeiro","English","Ellenton, Florida, USA","$1,000,000",-82.5275963,27.521705
"47","The Tale of the Voodoo Prostitute (2012)","Horror","5-Jun-12","USA","NOT RATED",4.1,"75 min","Directed by Chaz Buchanan. With Jayde Kelley, Heather McCormick, Charles Buchanan, Martin Ezelle. In the Tale of the Voodoo Prostitute, a master manipulator and hustler by the name of Fleetwood Deville dispenses heinous wrong-doings to nearly everyone that crosses his path. One particular female managed to meet and exceed any expectation of evil. She cursed Fleetwood to a fate even worse than death: impotence. With his harem of beautiful women and killers, Fleetwood must rival neighboring ...","Jayde Kelley|Heather McCormick|Charles Buchanan|Martin Ezelle|Joshua Winch|Trent Hotman|Kenneth Duane|Derrick Pointer|Roger Nelson|Ron Clemons|Christina Wiley|Stefany Torres|Jeannie Stroumpos|Kate Lindeman|Suavey Harrison","English","Dallas, Texas, USA",NA,-96.7969879,32.7766642
"48","Honeyspider (2014)","Horror| Thriller","18-Oct-14","USA","NOT RATED",3.5,"76 min","Directed by Josh Hasty. With Frank J. Aard, Anjali Alm-Basu, Brad Baker, Katie Bearden. It's Halloween day in 1989 and college student Jackie Blue wants to enjoy a quiet birthday in the midst of a chaotic semester at school. Her friend Amber has other ideas and persuades Jackie to come to the annual Monster Mash party on campus after her shift at the local movie theater. As murder plays out on the silver screen during the theater's Halloween night Horrorthon, Jackie falls under a ...","Frank J. Aard|Anjali Alm-Basu|Brad Baker|Katie Bearden|Franki Boegeman|Roberto Bricchi|Mariah Brown|Kenny Caperton|Haley Clutter|Ethan Dunn|Gina Eaton|Morgan Fraley|Ann Hale|Josh Hasty|David Hensley","English","The Myers House NC, Hillsborough, North Carolina, USA",NA,-77.36528,35.65444
"49","Pinwheel (2017)","Horror","10-Jan-17","USA",NA,4.7,"88 min","Directed by Daniel Dahlstrom. With Julie Ann Dawson, Ashley Couture, David Gere, Ox Baker. A decade after her mother's murder, Riley Canterbury must return home, after her neglectful, carnival owner father has gone missing. She soon realizes things in this small New England town are much stranger and sinister than she remembered. 10 years after the gruesome murder of her mother, Riley, now 25, is barely skating by in her run down Los Angeles apartment. Upon receiving word that her ...","Julie Ann Dawson|Ashley Couture|David Gere|Ox Baker|Jami Tennille|Ashley Tramonte|Greg Nutcher|Marisa Hunter|Mark Resnik|Jeffrey Alan Solomon|Buck Biestek|Nicole Bardis|Gunther Grambo|Gary Wolfenden|Bill Ziegler","English","Middletown, Connecticut, USA",NA,-72.6506488,41.5623209
"50","Dead Walkers: Rise of the 4th Reich (2013)","Horror","31-Jul-13","USA","TV-MA",1.4,"75 min","Directed by Philip Gardiner. With Philip Berzamanis, Jane Haslehurst, Bob Lee, Nathan Head. In 1945 the Second World War came to an end and the Nazis fled. Scientists and military elite escaped across borders and found themselves in new worlds. Some fled to Russia, some the United States and others to South America. But there was another division, a forgotten group. A top secret and powerful team of men and women formed in the womb of the Nazi Occult. Now, decades after the war, their ...","Philip Berzamanis|Jane Haslehurst|Bob Lee|Nathan Head|Rudy Barrow|Jack Burrows|Nikki Webster|Rachel Littlewood|Eirian Cohen|Melissa Hollett|Graham Keith Gill|Dayna Shuffle|Craig Canning|Kay Vardy|Tom Vardy","English|English","Nottingham, Nottinghamshire, England, UK",NA,-1.1581086,52.9547832
"51","Demon Tongue (2016)","Horror","21-Jun-16","USA",NA,2.3,"85 min","Directed by Gavin Rapp. With Jack Davis, Debbie College, Seth Gontkovic, Jessica Long. Four paranormal students get much more than they bargained for at a secluded beach volleyball complex.","Jack Davis|Debbie College|Seth Gontkovic|Jessica Long|Carrie Shoberg|Jeff Monahan|John W. Iwanonkiw|Lou Consolo|Dan Mahon|Matt Mahon|Sheri Rice|John H. Scott|Alex Zimmerman|Jayden Zimmerman","English","Pittsburgh, Pennsylvania, USA","$100,000",-79.9958864,40.4406248
"52","True Love Ways (2015)","Horror| Thriller","1-Oct-15","Germany",NA,5.7,"95 min","Directed by Mathieu Seiler. With Anna Hausburg, David C. Bunners, Kai Michael Müller, Michael Greiling. After a recurring dream Séverine decides she needs to get away from her boyfriend Tom for a couple of days. Tom makes a deal with a man he meets at a bar: Séverine will be kidnapped. Tom rescues her from the clutches of the kidnappers, and will become her savior. However what Tom does not know is that his new made friend has a different plan with Séverine. Faced with violent criminals and her own...","Anna Hausburg|David C. Bunners|Kai Michael Müller|Michael Greiling|Axel Hartwig|Anja Margoni|Beat Marti|Margarita Ruhl|Marcel Schneider|Christian Samuel Weber|Alina Sophia Wiegert","German","Berlin, Germany",NA,13.404954,52.5200066
"53","Hole (2010)","Crime| Horror| Thriller","24-Nov-15","USA",NA,4.9,"94 min","Directed by Joaquin Montalvan. With Jim Barile, Randall Barnes, Charlotte Bjornbak, Alina Bolshakova. Ed Kunkle is a convicted felon tormented by his own demons. Eve Adams is a single woman trying to cope with a tragic loss. Bodie Jameson is the detective looking for answers. All 3 lives intertwine with horrific consequences when their fears come upon them.","Jim Barile|Randall Barnes|Charlotte Bjornbak|Alina Bolshakova|Char Frost|Gavin Graham|Dennis Haggard|Theresa Holly|Teem Lucas|Joaquin Montalvan|Katherine Norland|Timothy John Norland|Patrick Prouty|Micki Quance|Paul E. Respass","English","Bombay Beach, California, USA",NA,-115.7297152,33.3508667
"54","Sacrament (2014)","Drama| Horror| Thriller","7-Jul-14","USA",NA,3.5,"105 min","Directed by Shawn Ewert. With Avery Pfeiffer, Troy Ford, Brittany Badali, Amanda Rebholz. Leaving the city behind for a weekend of booze, bud and bonding at the coast, seven friends find themselves stranded en route to the Gulf Coast of Texas when a big storm interferes with their plans. The town of Middle Spring is more than happy to welcome them with open arms, however; located in the rhinestone buckle of the Bible Belt, Middle Spring is smack-dab in the middle of a big barbecue and...","Avery Pfeiffer|Troy Ford|Brittany Badali|Amanda Rebholz|Cassandra Hierholzer|Henry Pao|Wesley Kimenyi|Cody Daniel|Joshua Cole Simmons|Richard Houghton|Cory W. Ahre|D'Jay Campbell|Marilyn Burns|Ed Guinn|Savannah Solsbery","English","Texas, USA","$25,000",-99.9018131,31.9685988
"55","Angels Fallen (2017)","Horror","2017","USA",NA,NA,NA,"Directed by Ali Zamani. With Michael Madsen, Nicola Posener, Houston Rhines, William Legue.","Michael Madsen|Nicola Posener|Houston Rhines|Lee Kholafai|William Legue|Caroline Amiguet|Michael Teh|Vinny DeGennaro|Tommy Nash|Li Jing|Nasia Jansen|Hailey Hermida|Cyrus Zoghi|Lucas Bablin|Ivica Dimitrijevic","English","Skopje, Macedonia",NA,21.4407659,42.0050274
"56","Visitantes (2014)","Horror","18-Dec-14","Mexico",NA,4.9,"100 min","Directed by Acán Coen. With Kate del Castillo, Raúl Méndez, Osvaldo de León, Aurora Papile. A regular family starts seeing apparitions of horrible ghosts, making them go crazy and turn against themselves.","Kate del Castillo|Raúl Méndez|Osvaldo de León|Aurora Papile|Angelina Peláez|Sophie Alexander-Katz|Cuauhtli Jiménez|André Collin","Spanish","Mexico","MXN 12,500,000",-102.552784,23.634501
"57","Dracula 2012 (2013)","Horror","8-Feb-13","India",NA,2.5,"137 min","Directed by Vinayan. With Thilakan, Shradha Das, Monal Gajjar, Nassar. The film is a horror film which is based on Bram Stoker's famous novel Dracula. Set in South India, the film shows the arrival of dracula and the series of deaths thereafter. When the secret of dracula opens to a few Mantriks, they set out to search and destroy him but do they succeed in this endeavor forms the story of the film.","Thilakan|Shradha Das|Monal Gajjar|Nassar|Prabhu|Sudheer Sukumaran","Tamil|Malayalam|Hindi|English","Bran Castle, Bran, Brasov County, Romania","INR 200,000,000",25.3671637,45.5149022
"58","The House Across the Street (2013)","Horror| Thriller","10-Apr-15","USA","NOT RATED",3.5,"93 min","Directed by Arthur Luhn. With Ethan Embry, Eric Roberts, Courtney Gains, Alex Rocco. A woman notices some very disturbing things about her new small town neighborhood. With the help of a police officer who also thinks that the town is hiding something, she attempts to unravel the sinister mystery.","Ethan Embry|Eric Roberts|Courtney Gains|Alex Rocco|Kati Salowsky|Jessica Sonneborn|Josh Hammond|Nick Apostolides|Dakota Shepard|Michele Mortensen|Mathew Fisher|Lauren Laperriere|Lee Simonds|Greg Shea|Sara Murphy","English","Boston, Massachusetts, USA",NA,-71.0588801,42.3600825
"59","Grimmerson Manor (2017)","Horror| Thriller","31-Oct-17","USA",NA,NA,NA,"Directed by Rob Marchitti. With Taylor Dooley, Sasha Jackson, Vanessa Ross, Devanny Pinn. When guests are stranded in a remote hotel during a windstorm, they find themselves at the mercy of an unknown killer determined to murder every last soul.","Taylor Dooley|Sasha Jackson|Vanessa Ross|Devanny Pinn|Caitlin Hale|Bill Oberst Jr.","English","Las Vegas, Nevada, USA",NA,-115.1398296,36.1699412
"60","Murder in Miami (2014)","Horror| Mystery| Thriller","18-Feb-14","USA","NOT RATED",5.4,"87 min","Directed by Will Vázquez. With Joseph Myers, Caroline Gutierrez, Oscar A. Diaz, Andy Sottilare. In modern Miami, gleaming new condo skyscrapers become the backdrop to this Film Noir thriller. After several beautiful models are murdered by a disguised serial killer, a young and successful fashion photographer becomes the prime suspect. As more women are murdered, he finds himself in a race to clear his name and save his own life, and in the process, uncovers some dark secrets hidden behind ...","Joseph Myers|Caroline Gutierrez|Oscar A. Diaz|Andy Sottilare|Alexandra Adomaitis|Jocelyn Binder|Amber Coyle|David Cozzo|Daniel Dasent|Nicole Marcos|Manuel Salcedo|Christopher di Pietro|Bambi la Fleur|Roland Alvarez|Rita Barcelo","English","Miami, Florida, USA",NA,-80.1917902,25.7616798
"61","Mumbai 125 KM 3D (2014)","Adventure| Horror| Mystery| Thriller","17-Oct-14","India",NA,2.9,"100 min","Directed by Hemant Madhukar. With Karanvir Bohra, Vedita Pratap Singh, Veena Malik, Joe Debroy. On their way to a New Year's Eve party in Mumbai, a group of five friends encounter supernatural occurrences on a highway, 125 kilometres outside the city.","Karanvir Bohra|Vedita Pratap Singh|Veena Malik|Joe Debroy|Aparna Bajpai|Vije Bhatia","Hindi","India","INR 200,000,000",78.96288,20.593684
"62","The Nanabijou Tapes (2014)","Horror| Mystery| Thriller","15-Aug-14","USA",NA,7.9,"80 min","Directed by Chris Borgo. With Jeremy Siegfried, Steve Jankovic, Ryan Graham, Chris Borgo. In 2010, Four documentary filmmakers travel to Thunder Bay, Ontario, Canada in search of clues regarding the ancient myth of Nanabijou, and missing persons cases. Their journey brings them to the Sleeping Giant Provincial park, where they find themselves victims of a supernatural force. Two months later, their camcorder is found.","Jeremy Siegfried|Steve Jankovic|Ryan Graham|Chris Borgo|Patrick Chondon|Annie McGuire|Steve Cava|Stephanie Elchuk|Allison Jarvis|Nancy Toffanin","English","Thunder Bay, Ontario, Canada","CAD 300",-89.2476823,48.3808951
"63","The Flaying (2012)","Fantasy| Horror| Thriller","17-Jul-12","Argentina",NA,4.9,"80 min","Directed by Nicolás Amelio-Ortiz. With Olivia Tykocki, Juan Sebastian Alvarez Windey, Celeste Subatin, Emilio Martin. Four teenage friends go on a road trip through Argentina. On their way, they find a castle left abandoned in the middle of a forest. They decide to investigate further, only to discover it's gruesome secrets and former residents.","Olivia Tykocki|Juan Sebastian Alvarez Windey|Celeste Subatin|Emilio Martin","Spanish","Buenos Aires Province, Argentina","$10,000",-59.8410697,-37.2017285
"64","Bunni (2013)","Horror","14-Sep-13","USA",NA,4.2,"60 min","Directed by Daniel Benedict. With Sara Ammons, Daniel Benedict, Johnny Bilson, Eli Blue. Following a Halloween party, an attractive girl and her friends must fight to escape the nightmarish dwelling of a twisted killer with a dark secret.","Sara Ammons|Daniel Benedict|Johnny Bilson|Eli Blue|Kent Blue|Steve Boling|Jaylynn Brice|Jovie Brice|Karen Carothers|Steve Champion|Laura Dawson|Chris Embry|Jo Lynn Embry|Cat Geary|Bronson Gregory","English","Owensboro, Kentucky, USA","$2,000",-87.1111676,37.7719074
"65","Seventy-Nine (2013)","Action| Horror| Mystery| Sci-Fi| Thriller","8-Jun-17","USA",NA,3.8,"82 min","Directed by Filip Maciejewicz. With Adrian Voo, Bo Linton, Athena Baumeister, Velta Moore. In an abandoned asylum, doctors carry out secret experiments on unsuspecting patients. The experiments, codenamed Limes, are designed to cure violent episodes through new methods of brainwashing and mind manipulation.","Adrian Voo|Bo Linton|Athena Baumeister|Velta Moore|Jonathan Rosenthal|Christine Springett|Kathinka van Putten|Patrick Edward Wynne|Caroline Attwood|Omar Hansen|Michael Whitton|David Neff|Russell Barry|Marilyn Redfearn|Will Leon","English","Los Angeles, California, USA",NA,-118.2436849,34.0522342
"66","Valentine DayZ (2017)","Horror","2017","USA",NA,NA,NA,"Directed by Mark Allen Michaels. With Dallas Valdez, Carrie Keagan, Robert Allen Mukes, Tatiana Romao.","Dallas Valdez|Carrie Keagan|Robert Allen Mukes|Tatiana Romao|Diane Ayala Goldner|Kate Rees Davies|Johnny White|Dan Gruenberg|Curt Lambert|Aaron Kai|Christopher Blevins|Mattison Walker|Gary D. Lopez|Buddy Clements|John J. Tierney","English","Santa Monica, California, USA",NA,-118.4911912,34.0194543
"67","Voodoo Possession (2014)","Drama| Horror| Mystery","14-Jan-14","USA","UNRATED",2.4,"94 min","Directed by Walter Boholst. With Danny Trejo, Ryan Caltagirone, Kerry Knuppe, David Thomas Jenkins. Imagine an insatiable demon that feeds on blood, thrives on pain, and reaches from beyond the grave to torment the living...and the dead. For believers and skeptics alike, there is nothing in this world or the next to rival the relentless evil of a Voodoo Possession. Burdened since childhood with a gnawing sense of guilt, cynical Aiden Chase journeys to a Haitian insane asylum in search of his ...","Danny Trejo|Ryan Caltagirone|Kerry Knuppe|David Thomas Jenkins|Treva Etienne|Tomas Boykin|Nancy La Scala|Abe Spigner|Catherine Haena Kim|Marie-Françoise Theodore|Sloane Morgan Siegel|Gabe Eggerling|Dominic Conti|Darius Devontaye Green|Ama Amoafo-Yeboah","English","Escarpment Studios - 5610 Soto Street, Huntington Park, California, USA",NA,-118.2191197,33.9911067
